% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=687475, Wed Nov 10 11:22:12 2021, <python>{}</python>
1 10 0.4076269071206498 0 0 0.4027906728704214 0.40048338741146466 0.3839894288297497 0.4092103920918422 0.4093687237822437 0.39902308153520283 0.38640102697375106 0.39499100760305267
2 20 0.38933713035873996 0 0 0.38913103484030903 0.3790986873647439 0.35041620664146966 0.39008456722896356 0.4084954338188255 0.38266067547130517 0.3404663711769687 0.38530714287706436
3 30 0.42679217194600666 0 0 0.42636356236510187 0.4196837103805541 0.3584785988638227 0.42124016426773764 0.4694044617998038 0.4408512021223478 0.359406995842059 0.45594297024256114
4 40 0.4391982874439534 0 0 0.43206830956728687 0.4217053705164733 0.3492473801016518 0.42354448668977557 0.48528185991289596 0.4746825067247695 0.35778214406818915 0.48257017979437844
5 50 0.4235219571851786 0 0 0.40963168851450477 0.41288845084031467 0.32586184446582206 0.4068210462010075 0.4710306213629785 0.4606083335714885 0.3221366231993823 0.458266915347756
6 60 0.38149807525960955 0 0 0.3660469347679767 0.36881512472254174 0.2856377639631629 0.35427171675029495 0.4151689495771938 0.4171174195861726 0.2691196715166399 0.41108378826205455
7 70 0.3378805209597285 0 0 0.3184746143928839 0.3257871159588026 0.244198390904867 0.3087448598814476 0.35982183952058405 0.3613097961711092 0.23682272250588893 0.3514204515194382
8 80 0.3210353937312465 0 0 0.3141061565537849 0.322611690599525 0.21900826810696694 0.29169660962515415 0.3344000535832445 0.3218249601240608 0.2230865581075474 0.33486754104303007
9 90 0.299866672159226 0 0 0.2937892546435484 0.2972087161581484 0.20353817982947586 0.2635583016245781 0.3107927909927208 0.29259319001328143 0.21194668045393814 0.3187902319973951
10 100 0.28054901713247127 0 0 0.2673248972856917 0.27284537160919675 0.1880961437808584 0.24569721898608884 0.29220328761665515 0.27108929964308626 0.20328419535343892 0.2940312336182056
11 110 0.2857060243766252 0 0 0.2722551553607283 0.27699417598938153 0.18683235564737977 0.2719373916554661 0.2983675455393242 0.26256501643038427 0.20968555873037298 0.3003855560963842
12 120 0.3123782118982132 0 0 0.326267954786808 0.29897003482479345 0.19342748244557992 0.3113388481274812 0.3187968332091584 0.2885153658648927 0.22693498430132972 0.33329956105975234
13 130 0.30592318032544347 0 0 0.32450285178452276 0.28764728737648876 0.17450663440425573 0.315562948910176 0.3100852115642902 0.2789099061452377 0.215571700029463 0.3146015322795438
14 140 0.3102195778874928 0 0 0.34773190172443313 0.2892013944379249 0.16715044627767442 0.328627040394686 0.3141154516065528 0.28252163711438394 0.2162707469712381 0.3160863318305457
15 150 0.3035986135722517 0 0 0.339873301328665 0.2873212222556905 0.16070928348639146 0.3163575691968673 0.3137767399706704 0.2648546940369498 0.20812555483935355 0.318018906442116
16 160 0.3027974795137418 0 0 0.33136734996086814 0.286360027107477 0.15824983047235058 0.3162856143698348 0.3201974304820514 0.257972208144185 0.20916076274302095 0.3186610792635753
17 170 0.31496103760834737 0 0 0.341618517063289 0.2998134242994376 0.16760220741673176 0.33198656027026796 0.3304538418688565 0.2664982088577305 0.20720830931811654 0.33291461307995057
18 180 0.3066143729703 0 0 0.3269658190914883 0.2892153464879098 0.164351587359004 0.32112519685511315 0.3344717950419994 0.2508500548803478 0.19413699951781915 0.325839727349975
19 190 0.2874146250241387 0 0 0.30464809152559374 0.2686243344699681 0.1507591041447593 0.28899687266736757 0.31207208279049564 0.23729984568421536 0.18264777032036283 0.30524693948939224
20 200 0.2715817880866178 0 0 0.2866541687759247 0.2529096609228027 0.14191295065666848 0.26552851693174895 0.2935650454062967 0.23435370105297193 0.16829318497895748 0.261481667736749
21 210 0.285012049086873 0 0 0.2944758527663152 0.2586603519637529 0.14876195791658858 0.2616283672467489 0.30791663262075836 0.2724951757941479 0.17478332002008884 0.26976954267409387
22 220 0.2945984126788341 0 0 0.3098602130006115 0.26218920070520085 0.14554046238163632 0.28409928514372956 0.314580344801541 0.2989590225784932 0.1770810935765874 0.27116896640538
23 230 0.28527725491620215 0 0 0.31100631850936417 0.24803320280434113 0.13739086344033558 0.2747161154534281 0.3104337397991374 0.29493484355380073 0.17466277543899728 0.26048704404127776
24 240 0.2540447852427918 0 0 0.27521391319010735 0.21785606341719707 0.11750703303205022 0.2458848186028937 0.2643980475777783 0.26334301470244476 0.15460874921858356 0.21977037795265528
25 250 0.2312417145922155 0 0 0.24673972038134637 0.19538315682447382 0.10020189748654386 0.22164966535651864 0.24263948925631773 0.23722087020589777 0.14142076175286367 0.1979313828628635
26 260 0.2183763888355167 0 0 0.22689924727403948 0.18614332596362682 0.09446496843318608 0.2101848871399995 0.2304379073096587 0.22123789712566289 0.12547978273299845 0.17945197302019095
27 270 0.20656376265744836 0 0 0.2073020556429745 0.17513673226407386 0.08694575889171254 0.1931074272717134 0.21662561539352843 0.21045025667919648 0.11829832891355618 0.16715002206862278
28 280 0.2075816235125115 0 0 0.21647911989176136 0.17445834769592208 0.08506295556621923 0.20351236014117624 0.21170614421461836 0.21165957360965093 0.11331283014833779 0.16711052889143102
29 290 0.19497340517232467 0 0 0.2023514350547584 0.16230878403986304 0.07665608091967864 0.18830659814732834 0.20069033763139782 0.19797270689555427 0.10641104982800714 0.1519343571086241
30 300 0.19686955733512124 0 0 0.1995810170970879 0.1759854869279036 0.07589570519121781 0.1828989786495695 0.20175663485889517 0.1956141743676155 0.10702670430641043 0.1500097663169501
31 310 0.18770321051807423 0 0 0.1919423039045956 0.16553103544295658 0.07059804745606299 0.1778741494958467 0.18926006381346466 0.19160561967454967 0.09979061070875875 0.1425657576080386
32 320 0.17102838183489408 0 0 0.16760418010812478 0.15320277224272774 0.06318268306615697 0.16097918822627724 0.17664631162988054 0.17076813688061485 0.08777796699125895 0.12614294716373384
33 330 0.16048325962698892 0 0 0.1556652209356993 0.1429465003372779 0.057073506542240575 0.14684211186593507 0.1676267500660153 0.15819543955904722 0.08010158126783591 0.11890013364237137
34 340 0.16016899864555995 0 0 0.1577444504339984 0.14219881197509007 0.05407764860334807 0.14591660154622854 0.17218659211050544 0.15875092601209098 0.07568337329282997 0.11706593146038131
35 350 0.16201797465652265 0 0 0.16187081100440107 0.13980600544251512 0.053120149443253696 0.1509839555023371 0.1674096313349946 0.1622359869851931 0.07425592762552893 0.11751861782352921
36 360 0.154055601098754 0 0 0.15407871196469186 0.13186313543186684 0.046861394048482656 0.14838408601233732 0.16513160969750326 0.15598877020217455 0.06945828291656504 0.11200790103763257
37 370 0.14585377085905635 0 0 0.1457774362243928 0.12362265805776691 0.043376050605978156 0.1398576909035023 0.15754547709946107 0.144904185777818 0.0628376961397849 0.1018849969677857
38 380 0.14733192053817593 0 0 0.14275643374531763 0.12520630611582154 0.04345343235916724 0.13764433955198757 0.16088694648277338 0.15483696424785073 0.06107505710643463 0.09871729265786716
39 390 0.13892546623764432 0 0 0.13583798703480898 0.11710060729107558 0.040211705105499956 0.12318204903140431 0.1556468655105417 0.1430226525415494 0.05534517250465085 0.09312428149461159
